DATE,TITLE,VOTER_NAME
04/25/2018,Councilmember,Lee M. Kleinman
04/25/2018,Councilmember,Sandy  Greyson
04/25/2018,Councilmember,Jennifer S.  Gates
04/25/2018,Councilmember,Philip T.  Kingston
04/25/2018,Mayor,Michael S. Rawlings
04/25/2018,Deputy Mayor Pro Tem,Adam Medrano
04/25/2018,Councilmember,"Casey Thomas
04/25/2018,Mayor Pro Tem,Dwaine R. Caraway
04/25/2018,Councilmember,Rickey D.  Callahan
04/25/2018,Councilmember,Omar Narvaez
04/25/2018,Councilmember,Kevin Felder
04/25/2018,Councilmember,Tennell Atkins
04/25/2018,Councilmember,Mark  Clayton
04/25/2018,Councilmember,Scott  Griggs
04/25/2018,Councilmember,B. Adam  McGough
04/25/2018,Councilmember,Lee M. Kleinman
04/25/2018,Councilmember,Sandy  Greyson
04/25/2018,Councilmember,Jennifer S.  Gates
04/25/2018,Councilmember,Philip T.  Kingston
04/25/2018,Mayor,Michael S. Rawlings
04/25/2018,Deputy Mayor Pro Tem,Adam Medrano
04/25/2018,Councilmember,"Casey Thomas
04/25/2018,Mayor Pro Tem,Dwaine R. Caraway
04/25/2018,Councilmember,Rickey D.  Callahan
04/25/2018,Councilmember,Omar Narvaez
04/25/2018,Councilmember,Kevin Felder
04/25/2018,Councilmember,Tennell Atkins
04/25/2018,Councilmember,Mark  Clayton
04/25/2018,Councilmember,Scott  Griggs
04/25/2018,Councilmember,B. Adam  McGough
04/25/2018,Councilmember,Lee M. Kleinman
04/25/2018,Councilmember,Sandy  Greyson
04/25/2018,Councilmember,Jennifer S.  Gates
04/25/2018,Councilmember,Philip T.  Kingston
04/25/2018,Mayor,Michael S. Rawlings
04/25/2018,Deputy Mayor Pro Tem,Adam Medrano
04/25/2018,Councilmember,"Casey Thomas
09/05/2018,Mayor,Michael S. Rawlings
04/25/2018,Councilmember,Rickey D.  Callahan
04/25/2018,Councilmember,Omar Narvaez
04/25/2018,Councilmember,Kevin Felder
04/25/2018,Councilmember,Tennell Atkins
04/25/2018,Councilmember,Mark  Clayton
04/25/2018,Councilmember,Scott  Griggs
04/25/2018,Councilmember,B. Adam  McGough
04/25/2018,Councilmember,Lee M. Kleinman
04/25/2018,Councilmember,Sandy  Greyson
04/25/2018,Councilmember,Jennifer S.  Gates
04/25/2018,Councilmember,Philip T.  Kingston
04/25/2018,Mayor,Michael S. Rawlings
04/25/2018,Deputy Mayor Pro Tem,Adam Medrano
04/25/2018,Councilmember,"Casey Thomas
04/25/2018,Mayor,Michael S. Rawlings
04/25/2018,Deputy Mayor Pro Tem,Adam Medrano
04/25/2018,Councilmember,"Casey Thomas
04/25/2018,Mayor Pro Tem,Dwaine R. Caraway
04/25/2018,Councilmember,Rickey D.  Callahan
04/25/2018,Councilmember,Omar Narvaez
04/25/2018,Councilmember,Kevin Felder
04/25/2018,Councilmember,Tennell Atkins
04/25/2018,Councilmember,Mark  Clayton
04/25/2018,Councilmember,Scott  Griggs
04/25/2018,Councilmember,B. Adam  McGough
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
04/25/2018,Councilmember,Lee M. Kleinman
04/25/2018,Councilmember,Sandy  Greyson
04/25/2018,Councilmember,Jennifer S.  Gates
04/25/2018,Councilmember,Philip T.  Kingston
04/25/2018,Mayor,Michael S. Rawlings
04/25/2018,Deputy Mayor Pro Tem,Adam Medrano
04/25/2018,Councilmember,"Casey Thomas
04/25/2018,Mayor Pro Tem,Dwaine R. Caraway
04/25/2018,Councilmember,Rickey D.  Callahan
04/25/2018,Councilmember,Omar Narvaez
04/25/2018,Councilmember,Kevin Felder
04/25/2018,Councilmember,Tennell Atkins
04/25/2018,Councilmember,Mark  Clayton
04/25/2018,Councilmember,Scott  Griggs
04/25/2018,Councilmember,B. Adam  McGough
04/25/2018,Councilmember,Lee M. Kleinman
04/25/2018,Councilmember,Sandy  Greyson
04/25/2018,Councilmember,Jennifer S.  Gates
04/25/2018,Councilmember,Philip T.  Kingston
04/25/2018,Mayor,Michael S. Rawlings
04/25/2018,Deputy Mayor Pro Tem,Adam Medrano
04/25/2018,Councilmember,"Casey Thomas
04/25/2018,Mayor Pro Tem,Dwaine R. Caraway
04/25/2018,Councilmember,Rickey D.  Callahan
04/25/2018,Councilmember,Omar Narvaez
04/25/2018,Councilmember,Kevin Felder
04/25/2018,Mayor Pro Tem,Dwaine R. Caraway
04/25/2018,Councilmember,Rickey D.  Callahan
04/25/2018,Councilmember,Omar Narvaez
04/25/2018,Councilmember,Kevin Felder
04/25/2018,Councilmember,Tennell Atkins
04/25/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Councilmember,B. Adam  McGough
05/09/2018,Councilmember,Lee M. Kleinman
05/09/2018,Councilmember,Sandy  Greyson
05/09/2018,Councilmember,B. Adam  McGough
05/09/2018,Councilmember,Jennifer S.  Gates
05/09/2018,Councilmember,Philip T.  Kingston
05/09/2018,Mayor,Michael S. Rawlings
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Tennell Atkins
05/09/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Councilmember,B. Adam  McGough
05/09/2018,Councilmember,Lee M. Kleinman
05/09/2018,Councilmember,Sandy  Greyson
05/09/2018,Councilmember,Jennifer S.  Gates
05/09/2018,Councilmember,Philip T.  Kingston
05/09/2018,Mayor,Michael S. Rawlings
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Lee M. Kleinman
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Tennell Atkins
05/09/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Councilmember,B. Adam  McGough
05/09/2018,Councilmember,Lee M. Kleinman
05/09/2018,Councilmember,Sandy  Greyson
05/09/2018,Councilmember,Jennifer S.  Gates
05/09/2018,Councilmember,Philip T.  Kingston
05/09/2018,Mayor,Michael S. Rawlings
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Tennell Atkins
05/09/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Councilmember,B. Adam  McGough
05/09/2018,Councilmember,Sandy  Greyson
05/09/2018,Councilmember,Lee M. Kleinman
05/09/2018,Councilmember,Sandy  Greyson
05/09/2018,Councilmember,Jennifer S.  Gates
05/09/2018,Councilmember,Philip T.  Kingston
05/09/2018,Mayor,Michael S. Rawlings
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Tennell Atkins
05/09/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Councilmember,B. Adam  McGough
05/09/2018,Councilmember,Lee M. Kleinman
05/09/2018,Councilmember,Sandy  Greyson
05/09/2018,Councilmember,Jennifer S.  Gates
05/09/2018,Councilmember,Philip T.  Kingston
05/09/2018,Mayor,Michael S. Rawlings
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Tennell Atkins
05/09/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Councilmember,B. Adam  McGough
05/09/2018,Councilmember,Lee M. Kleinman
05/09/2018,Councilmember,Sandy  Greyson
05/09/2018,Councilmember,Jennifer S.  Gates
05/09/2018,Councilmember,Jennifer S.  Gates
05/09/2018,Councilmember,Philip T.  Kingston
05/09/2018,Mayor,Michael S. Rawlings
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Tennell Atkins
05/09/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Councilmember,B. Adam  McGough
05/09/2018,Councilmember,Lee M. Kleinman
05/09/2018,Councilmember,Sandy  Greyson
05/09/2018,Councilmember,Jennifer S.  Gates
05/09/2018,Councilmember,Philip T.  Kingston
05/09/2018,Mayor,Michael S. Rawlings
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Tennell Atkins
05/09/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Councilmember,B. Adam  McGough
05/09/2018,Councilmember,Lee M. Kleinman
05/09/2018,Councilmember,Sandy  Greyson
05/09/2018,Councilmember,Jennifer S.  Gates
05/09/2018,Councilmember,Philip T.  Kingston
05/09/2018,Mayor,Michael S. Rawlings
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Tennell Atkins
05/09/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Councilmember,B. Adam  McGough
05/09/2018,Councilmember,Lee M. Kleinman
05/09/2018,Councilmember,Sandy  Greyson
05/09/2018,Councilmember,Jennifer S.  Gates
05/09/2018,Councilmember,Philip T.  Kingston
05/09/2018,Councilmember,Philip T.  Kingston
05/09/2018,Mayor,Michael S. Rawlings
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Tennell Atkins
05/09/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Mayor,Michael S. Rawlings
05/09/2018,Councilmember,B. Adam  McGough
05/09/2018,Councilmember,Lee M. Kleinman
05/09/2018,Councilmember,Sandy  Greyson
05/09/2018,Councilmember,Jennifer S.  Gates
05/09/2018,Councilmember,Philip T.  Kingston
05/09/2018,Mayor,Michael S. Rawlings
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Tennell Atkins
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Tennell Atkins
05/09/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Councilmember,B. Adam  McGough
05/09/2018,Councilmember,Lee M. Kleinman
05/09/2018,Councilmember,Sandy  Greyson
05/09/2018,Councilmember,Jennifer S.  Gates
05/09/2018,Councilmember,Philip T.  Kingston
05/09/2018,Mayor,Michael S. Rawlings
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Tennell Atkins
05/09/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Councilmember,B. Adam  McGough
05/09/2018,Councilmember,Lee M. Kleinman
05/09/2018,Councilmember,Sandy  Greyson
05/09/2018,Councilmember,Jennifer S.  Gates
05/09/2018,Councilmember,Philip T.  Kingston
05/09/2018,Mayor,Michael S. Rawlings
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Councilmember,B. Adam  McGough
05/09/2018,Councilmember,Lee M. Kleinman
05/09/2018,Councilmember,Sandy  Greyson
05/09/2018,Councilmember,Jennifer S.  Gates
05/09/2018,Councilmember,Philip T.  Kingston
05/09/2018,Mayor,Michael S. Rawlings
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Tennell Atkins
05/09/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Councilmember,B. Adam  McGough
05/09/2018,Councilmember,Lee M. Kleinman
05/09/2018,Councilmember,Sandy  Greyson
05/09/2018,Councilmember,Jennifer S.  Gates
05/09/2018,Councilmember,Philip T.  Kingston
05/09/2018,Mayor,Michael S. Rawlings
05/09/2018,Councilmember,Jennifer S.  Gates
05/09/2018,Councilmember,Philip T.  Kingston
05/09/2018,Mayor,Michael S. Rawlings
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Tennell Atkins
05/09/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Councilmember,B. Adam  McGough
05/09/2018,Councilmember,Lee M. Kleinman
05/09/2018,Councilmember,Sandy  Greyson
05/09/2018,Councilmember,Jennifer S.  Gates
05/09/2018,Councilmember,Philip T.  Kingston
05/09/2018,Mayor,Michael S. Rawlings
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Tennell Atkins
05/09/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Councilmember,B. Adam  McGough
05/09/2018,Councilmember,Philip T.  Kingston
05/09/2018,Mayor,Michael S. Rawlings
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Tennell Atkins
05/09/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Councilmember,B. Adam  McGough
05/09/2018,Councilmember,Lee M. Kleinman
05/09/2018,Councilmember,Sandy  Greyson
05/09/2018,Councilmember,Jennifer S.  Gates
05/09/2018,Councilmember,Philip T.  Kingston
05/09/2018,Mayor,Michael S. Rawlings
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Tennell Atkins
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
[OFFICER APPOINTMENT]"
05/09/2018,Councilmember,B. Adam  McGough
[OFFICER APPOINTMENT]"
05/09/2018,Councilmember,Lee M. Kleinman
[OFFICER APPOINTMENT]"
05/09/2018,Councilmember,Sandy  Greyson
[OFFICER APPOINTMENT]"
05/09/2018,Councilmember,Jennifer S.  Gates
[OFFICER APPOINTMENT]"
05/09/2018,Councilmember,Philip T.  Kingston
[OFFICER APPOINTMENT]"
05/09/2018,Mayor,Michael S. Rawlings
[OFFICER APPOINTMENT]"
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
[OFFICER APPOINTMENT]"
05/09/2018,Councilmember,"Casey Thomas
[OFFICER APPOINTMENT]"
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
[OFFICER APPOINTMENT]"
05/09/2018,Councilmember,Rickey D.  Callahan
[OFFICER APPOINTMENT]"
05/09/2018,Councilmember,Omar Narvaez
[OFFICER APPOINTMENT]"
05/09/2018,Councilmember,Kevin Felder
[OFFICER APPOINTMENT]"
05/09/2018,Councilmember,Tennell Atkins
[OFFICER APPOINTMENT]"
05/09/2018,Councilmember,Mark  Clayton
[OFFICER APPOINTMENT]"
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Councilmember,B. Adam  McGough
05/09/2018,Councilmember,Lee M. Kleinman
05/09/2018,Councilmember,Sandy  Greyson
05/09/2018,Councilmember,Jennifer S.  Gates
05/09/2018,Councilmember,Philip T.  Kingston
05/09/2018,Mayor,Michael S. Rawlings
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Tennell Atkins
05/09/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Councilmember,B. Adam  McGough
05/09/2018,Councilmember,Lee M. Kleinman
05/09/2018,Councilmember,Sandy  Greyson
05/09/2018,Councilmember,Jennifer S.  Gates
05/09/2018,Councilmember,Philip T.  Kingston
05/09/2018,Mayor,Michael S. Rawlings
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Tennell Atkins
05/09/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Councilmember,B. Adam  McGough
05/09/2018,Councilmember,Lee M. Kleinman
05/09/2018,Councilmember,Sandy  Greyson
05/09/2018,Councilmember,Jennifer S.  Gates
05/09/2018,Councilmember,Philip T.  Kingston
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor,Michael S. Rawlings
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Tennell Atkins
05/09/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Councilmember,B. Adam  McGough
05/09/2018,Councilmember,Lee M. Kleinman
05/09/2018,Councilmember,Sandy  Greyson
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Councilmember,B. Adam  McGough
05/09/2018,Councilmember,Lee M. Kleinman
05/09/2018,Councilmember,Sandy  Greyson
05/09/2018,Councilmember,Jennifer S.  Gates
05/09/2018,Councilmember,Philip T.  Kingston
05/09/2018,Mayor,Michael S. Rawlings
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Tennell Atkins
05/09/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Councilmember,B. Adam  McGough
05/09/2018,Councilmember,Lee M. Kleinman
05/09/2018,Councilmember,Sandy  Greyson
05/09/2018,Councilmember,Jennifer S.  Gates
05/09/2018,Councilmember,Philip T.  Kingston
05/09/2018,Mayor,Michael S. Rawlings
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Tennell Atkins
05/09/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Councilmember,B. Adam  McGough
05/09/2018,Councilmember,Lee M. Kleinman
05/09/2018,Councilmember,Sandy  Greyson
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Jennifer S.  Gates
05/09/2018,Councilmember,Philip T.  Kingston
05/09/2018,Mayor,Michael S. Rawlings
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Tennell Atkins
05/09/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Councilmember,B. Adam  McGough
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Tennell Atkins
05/09/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Councilmember,B. Adam  McGough
05/09/2018,Councilmember,Lee M. Kleinman
05/09/2018,Councilmember,Sandy  Greyson
05/09/2018,Councilmember,Jennifer S.  Gates
05/09/2018,Councilmember,Philip T.  Kingston
05/09/2018,Mayor,Michael S. Rawlings
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Tennell Atkins
05/09/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Tennell Atkins
05/09/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Councilmember,B. Adam  McGough
05/09/2018,Councilmember,Philip T.  Kingston
05/09/2018,Mayor,Michael S. Rawlings
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Tennell Atkins
05/09/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Councilmember,B. Adam  McGough
05/09/2018,Councilmember,Lee M. Kleinman
05/09/2018,Councilmember,Sandy  Greyson
05/09/2018,Councilmember,Sandy  Greyson
05/09/2018,Councilmember,Jennifer S.  Gates
05/09/2018,Councilmember,Philip T.  Kingston
05/09/2018,Mayor,Michael S. Rawlings
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Tennell Atkins
05/09/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Councilmember,B. Adam  McGough
05/09/2018,Councilmember,Lee M. Kleinman
05/09/2018,Councilmember,Sandy  Greyson
05/09/2018,Councilmember,Jennifer S.  Gates
05/09/2018,Councilmember,Philip T.  Kingston
05/09/2018,Mayor,Michael S. Rawlings
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Mark  Clayton
05/09/2018,Councilmember,Scott  Griggs
05/09/2018,Councilmember,B. Adam  McGough
05/09/2018,Councilmember,Lee M. Kleinman
05/09/2018,Councilmember,Sandy  Greyson
05/09/2018,Councilmember,Jennifer S.  Gates
05/09/2018,Councilmember,Philip T.  Kingston
05/09/2018,Mayor,Michael S. Rawlings
05/09/2018,Deputy Mayor Pro Tem,Adam Medrano
05/09/2018,Councilmember,"Casey Thomas
05/09/2018,Mayor Pro Tem,Dwaine R. Caraway
05/09/2018,Councilmember,Rickey D.  Callahan
05/09/2018,Councilmember,Omar Narvaez
05/09/2018,Councilmember,Kevin Felder
05/09/2018,Councilmember,Tennell Atkins
05/09/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Councilmember,Philip T.  Kingston
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Rickey D.  Callahan
